topology,seed,noise,tick,size,gol,mean_self,max_self,p95_self,std_self,mean_phi,max_phi,mean_R,mean_T,mean_E,mean_err,morans_i,entropy,phi_entropy,clusters_05,clusters_07
moore,2,0.3,1000,24,False,0.208239,0.920957,0.707912,0.334151,0.242392,0.719731,0.108285,0.663176,0.603604,0.146289,0.091922,3.7482,3.4052,36,24
moore,3,0.3,500,24,False,0.222113,0.909509,0.714511,0.346857,0.261314,0.748889,0.11226,0.659769,0.566573,0.146959,0.056008,3.7796,3.4918,37,23
moore,3,0.3,1000,24,False,0.184446,0.937169,0.69586,0.342475,0.241468,0.762354,0.088238,0.66264,0.611572,0.143483,0.061876,3.7563,3.4279,34,22
moore,4,0.3,500,24,False,0.180589,0.97049,0.707426,0.345675,0.232705,0.696287,0.090721,0.660845,0.599268,0.146554,0.05775,3.7889,3.3979,44,27
moore,4,0.3,1000,24,False,0.248574,0.901662,0.73048,0.333716,0.251642,0.803558,0.102054,0.661154,0.584217,0.14155,0.029611,3.7099,3.3207,34,27
moore,5,0.3,500,24,False,0.22193,0.930664,0.710659,0.3288,0.258958,0.70585,0.106374,0.665317,0.574463,0.137719,0.036303,3.7247,3.5326,37,24
moore,5,0.3,1000,24,False,0.195308,0.94265,0.701774,0.340137,0.240897,0.631499,0.103477,0.660645,0.592731,0.14586,0.080797,3.7608,3.6052,40,24
moore,6,0.3,500,24,False,0.219328,0.924111,0.735748,0.343371,0.256194,0.72906,0.113689,0.66337,0.573661,0.146865,0.061561,3.7645,3.5153,33,25
moore,6,0.3,1000,24,False,0.208647,0.916614,0.724214,0.342124,0.242328,0.685952,0.09197,0.661807,0.593445,0.144871,0.061101,3.776,3.4695,35,28
moore,7,0.3,500,24,False,0.203729,0.898692,0.690095,0.330187,0.247671,0.695789,0.105007,0.663595,0.607395,0.140679,0.056043,3.7108,3.4714,35,23
moore,7,0.3,1000,24,False,0.19308,0.916383,0.705185,0.335392,0.232315,0.679494,0.097766,0.663056,0.59366,0.151014,0.081018,3.7433,3.3822,36,23
moore,8,0.3,500,24,False,0.198164,0.914844,0.663465,0.323328,0.24596,0.645936,0.102604,0.664723,0.598074,0.141612,0.041776,3.6867,3.5485,45,20
moore,8,0.3,1000,24,False,0.190699,0.886903,0.675691,0.343457,0.232132,0.644774,0.096471,0.664203,0.591194,0.150003,0.033912,3.742,3.4997,50,18
moore,9,0.3,500,24,False,0.227868,0.904036,0.742229,0.334261,0.245994,0.710606,0.107699,0.664134,0.588464,0.143001,0.060585,3.732,3.3595,33,23
moore,9,0.3,1000,24,False,0.213202,0.933078,0.726455,0.351922,0.240003,0.736175,0.12371,0.663081,0.586303,0.145747,0.088193,3.8131,3.4206,38,30
moore,10,0.3,500,24,False,0.209768,0.903496,0.677419,0.323134,0.240737,0.669009,0.102238,0.664172,0.58538,0.146911,0.046579,3.6944,3.5078,42,18
moore,10,0.3,1000,24,False,0.220461,0.897924,0.727152,0.338397,0.254199,0.82669,0.120992,0.661715,0.584432,0.14074,0.028078,3.7487,3.2998,38,28
random,1,0.3,500,24,False,0.195706,0.834284,0.683455,0.319482,0.343334,0.866962,0.204919,0.659634,0.569466,0.167975,0.029121,3.6741,3.5245,64,23
random,1,0.3,1000,24,False,0.169305,0.882854,0.687005,0.333642,0.336501,0.793853,0.173849,0.658428,0.585074,0.166801,-0.014623,3.7512,3.6148,64,23
random,2,0.3,500,24,False,0.208282,0.888368,0.69594,0.318637,0.334827,0.751224,0.207304,0.659613,0.57651,0.167114,0.008455,3.6701,3.6906,61,25
random,2,0.3,1000,24,False,0.193402,0.896442,0.682517,0.324765,0.35046,0.838495,0.196662,0.6579,0.571473,0.171537,0.010979,3.6739,3.5836,70,23
random,3,0.3,500,24,False,0.187913,0.914739,0.685596,0.337883,0.355904,0.92088,0.182486,0.658781,0.567203,0.171132,0.007596,3.7573,3.5683,66,24
random,3,0.3,1000,24,False,0.174939,0.882866,0.673529,0.333217,0.33875,0.808798,0.18567,0.657818,0.584105,0.168486,0.003404,3.7251,3.5574,66,21
random,4,0.3,500,24,False,0.198267,0.963511,0.682628,0.324874,0.363622,0.848071,0.201537,0.658463,0.605641,0.1648,0.015498,3.7001,3.5604,58,24
random,4,0.3,1000,24,False,0.185028,0.884748,0.701568,0.33441,0.345327,0.770655,0.167238,0.657922,0.585531,0.165304,0.005541,3.7473,3.7218,71,28
random,5,0.3,500,24,False,0.211531,0.86902,0.697768,0.320832,0.344848,0.818619,0.207273,0.658148,0.594519,0.169705,0.010449,3.689,3.641,70,25
random,5,0.3,1000,24,False,0.178526,0.940321,0.689779,0.342969,0.343377,0.798201,0.192193,0.656868,0.589369,0.168819,-0.018465,3.7586,3.6092,66,24
random,6,0.3,500,24,False,0.184544,0.917409,0.685557,0.342229,0.354004,0.849073,0.179468,0.656179,0.576957,0.168822,-0.027016,3.7701,3.6427,58,20
random,6,0.3,1000,24,False,0.166835,0.795914,0.68459,0.344351,0.349657,0.801147,0.169204,0.658888,0.58753,0.169581,-0.019353,3.7461,3.6789,58,22
random,7,0.3,500,24,False,0.196537,0.92782,0.697193,0.326474,0.354985,0.765911,0.189501,0.659573,0.590618,0.171637,-0.006272,3.7144,3.6856,68,28
random,7,0.3,1000,24,False,0.170737,0.927971,0.695533,0.336814,0.342944,0.816304,0.172179,0.656995,0.581566,0.171047,0.013255,3.7675,3.6481,66,21
random,8,0.3,500,24,False,0.199587,0.921347,0.689202,0.341154,0.342107,0.77513,0.185043,0.657979,0.58158,0.164838,0.022538,3.7556,3.6753,74,22
random,8,0.3,1000,24,False,0.2191,0.865297,0.67174,0.312165,0.349893,0.823947,0.205614,0.658485,0.552729,0.171814,-0.012146,3.6317,3.6709,81,20
random,9,0.3,500,24,False,0.207866,0.845833,0.681994,0.332325,0.347858,0.810923,0.188758,0.659953,0.584491,0.167076,-0.02394,3.7208,3.6159,73,20
random,9,0.3,1000,24,False,0.194035,0.887554,0.7061,0.331055,0.33857,0.803339,0.183182,0.662573,0.55226,0.169405,-0.00887,3.7248,3.6409,74,30
