K,seed,noise,tick,size,mean_self,max_self,p95_self,std_self,mean_phi,max_phi,mean_R,mean_T,mean_E,mean_err
5,17,0.2,1000,24,0.195999,0.911086,0.699845,0.34729,0.369815,0.825343,0.210576,0.656827,0.613594,0.093968
5,18,0.2,1000,24,0.173738,0.955497,0.732172,0.358981,0.357937,0.921082,0.187886,0.658034,0.610924,0.095056
5,19,0.2,1000,24,0.186512,0.938183,0.693404,0.338465,0.372193,0.847623,0.181572,0.656573,0.600975,0.09857
5,20,0.2,1000,24,0.180938,0.869257,0.730423,0.339349,0.360523,0.829318,0.179597,0.656949,0.615901,0.094039
6,1,0.2,1000,24,0.17388,0.888673,0.686071,0.338165,0.373202,0.858913,0.180631,0.658003,0.60612,0.080396
6,2,0.2,1000,24,0.197884,0.894965,0.704932,0.35403,0.38648,0.805195,0.193865,0.65774,0.593202,0.080476
6,3,0.2,1000,24,0.209919,0.959027,0.710801,0.331463,0.389165,0.864436,0.208131,0.658074,0.629794,0.080166
6,4,0.2,1000,24,0.188815,0.93267,0.733689,0.349454,0.383226,0.785412,0.174063,0.657835,0.624163,0.080114
6,5,0.2,1000,24,0.177295,0.92582,0.712405,0.337986,0.370702,0.86712,0.188372,0.660006,0.629782,0.082482
6,6,0.2,1000,24,0.176875,0.896715,0.707997,0.338469,0.364722,0.793864,0.178217,0.658793,0.619741,0.081695
6,7,0.2,1000,24,0.164359,0.894532,0.678513,0.341384,0.371264,0.774363,0.160979,0.657025,0.637881,0.083251
6,8,0.2,1000,24,0.195929,0.884304,0.697293,0.332325,0.392679,0.780382,0.199462,0.659965,0.618474,0.08103
6,9,0.2,1000,24,0.198701,0.922937,0.702668,0.332715,0.378808,0.78883,0.186749,0.658998,0.599868,0.082224
6,10,0.2,1000,24,0.224751,0.887484,0.684911,0.325137,0.376805,0.896206,0.201809,0.65932,0.579946,0.084646
6,11,0.2,1000,24,0.186967,0.972522,0.719146,0.332924,0.382341,0.924374,0.17545,0.654456,0.614754,0.081187
6,12,0.2,1000,24,0.165282,0.891749,0.722554,0.358047,0.380734,0.830853,0.162162,0.656588,0.601898,0.083949
6,13,0.2,1000,24,0.204781,0.888645,0.707892,0.327054,0.386434,0.81737,0.204586,0.659482,0.628823,0.082876
6,14,0.2,1000,24,0.176112,0.941611,0.692629,0.340152,0.377019,0.860307,0.170612,0.657748,0.652606,0.078736
6,15,0.2,1000,24,0.186797,0.915417,0.705852,0.345905,0.376767,0.793119,0.173563,0.657041,0.62222,0.080592
6,16,0.2,1000,24,0.208643,0.946063,0.6934,0.319476,0.381865,0.786711,0.204638,0.660863,0.607483,0.082058
6,17,0.2,1000,24,0.186016,0.913756,0.688434,0.330965,0.374254,0.785767,0.190507,0.658341,0.629851,0.079641
6,18,0.2,1000,24,0.15335,0.913899,0.70956,0.3503,0.366443,0.772983,0.155022,0.654465,0.604852,0.080908
6,19,0.2,1000,24,0.198346,0.912465,0.716887,0.352293,0.378395,0.816703,0.18782,0.658374,0.591218,0.084254
6,20,0.2,1000,24,0.167908,0.8926,0.725045,0.361397,0.371724,0.815455,0.163543,0.65728,0.609272,0.081112
7,1,0.2,1000,24,0.195621,0.891858,0.676653,0.319723,0.400181,0.820201,0.190536,0.658745,0.631577,0.072485
7,2,0.2,1000,24,0.192039,0.919416,0.684983,0.326591,0.394204,0.832849,0.177541,0.660379,0.621422,0.07116
7,3,0.2,1000,24,0.183827,0.889038,0.67538,0.326403,0.375789,0.773646,0.182995,0.658296,0.646267,0.072835
7,4,0.2,1000,24,0.197774,0.915811,0.70745,0.3283,0.38635,0.842778,0.181086,0.659512,0.619545,0.070932
7,5,0.2,1000,24,0.169598,0.908475,0.674087,0.346374,0.377838,0.855132,0.177849,0.656314,0.613023,0.073039
7,6,0.2,1000,24,0.191599,0.868224,0.697794,0.33004,0.390156,0.897892,0.188679,0.659412,0.621652,0.073615
7,7,0.2,1000,24,0.200515,0.903127,0.752696,0.343071,0.401726,0.881141,0.189829,0.660016,0.636854,0.071269
7,8,0.2,1000,24,0.175967,0.872863,0.658558,0.325408,0.394468,0.868675,0.166034,0.655808,0.636997,0.070579
7,9,0.2,1000,24,0.180449,0.955423,0.726237,0.359073,0.383089,0.889531,0.169362,0.659137,0.606357,0.070954
7,10,0.2,1000,24,0.164956,0.951421,0.675338,0.355531,0.38412,0.815478,0.15268,0.657544,0.631503,0.073784
7,11,0.2,1000,24,0.186044,0.962562,0.715595,0.33887,0.38909,0.870737,0.188612,0.656642,0.62524,0.070315
7,12,0.2,1000,24,0.193869,0.909079,0.699954,0.331277,0.385227,0.876177,0.182472,0.657653,0.605542,0.072791
7,13,0.2,1000,24,0.194384,0.911517,0.69718,0.343587,0.391094,0.801542,0.192895,0.658173,0.622607,0.072598
7,14,0.2,1000,24,0.166434,0.935608,0.695653,0.354777,0.393337,0.804367,0.153632,0.654784,0.646796,0.069684
7,15,0.2,1000,24,0.210627,0.89126,0.703841,0.322798,0.386445,0.780418,0.206874,0.659976,0.611353,0.075609
7,16,0.2,1000,24,0.203236,0.986617,0.708741,0.340928,0.388621,0.81576,0.196379,0.658776,0.624858,0.07079
7,17,0.2,1000,24,0.164191,0.898058,0.702157,0.3437,0.38294,0.804896,0.168509,0.656148,0.645478,0.071908
7,18,0.2,1000,24,0.198626,0.894961,0.672737,0.323583,0.380223,0.814474,0.204133,0.65986,0.649264,0.06958
7,19,0.2,1000,24,0.208118,0.91026,0.70838,0.333351,0.394649,0.89127,0.200826,0.659119,0.613497,0.074426
7,20,0.2,1000,24,0.190329,0.956349,0.722009,0.340914,0.382754,0.915407,0.179672,0.65911,0.641573,0.071674
8,1,0.2,1000,24,0.19596,0.899446,0.721185,0.338648,0.401496,0.843149,0.198614,0.659775,0.629873,0.063489
8,2,0.2,1000,24,0.19889,0.903826,0.711122,0.330674,0.390977,0.826902,0.18806,0.659708,0.644047,0.062046
8,3,0.2,1000,24,0.200364,0.903894,0.699822,0.337508,0.401297,0.872637,0.194523,0.656956,0.643067,0.065193
8,4,0.2,1000,24,0.193574,0.946001,0.694602,0.329632,0.393087,0.892221,0.199221,0.659114,0.634346,0.06662
8,5,0.2,1000,24,0.190761,0.919317,0.685181,0.326229,0.400313,0.852169,0.189215,0.659771,0.63665,0.064498
8,6,0.2,1000,24,0.183132,0.861017,0.68536,0.326468,0.393784,0.810505,0.175294,0.659672,0.628963,0.066305
8,7,0.2,1000,24,0.162537,0.870479,0.699074,0.343184,0.38355,0.800438,0.153409,0.659806,0.64406,0.06577
8,8,0.2,1000,24,0.149813,0.895002,0.690493,0.353622,0.383849,0.876313,0.141071,0.658375,0.654624,0.063251
8,9,0.2,1000,24,0.180875,0.870352,0.705613,0.344363,0.383169,0.812093,0.171732,0.659119,0.629544,0.063946
8,10,0.2,1000,24,0.18477,0.910245,0.693002,0.347404,0.377914,0.828653,0.171624,0.658963,0.626808,0.064875
8,11,0.2,1000,24,0.200369,0.845802,0.714659,0.335643,0.401342,0.826983,0.196307,0.658991,0.629031,0.065583
8,12,0.2,1000,24,0.192055,0.892291,0.725849,0.34123,0.401478,0.867781,0.178947,0.660018,0.651669,0.064631
8,13,0.2,1000,24,0.181385,0.924968,0.706911,0.345359,0.402965,0.852762,0.179148,0.65858,0.634574,0.064554
8,14,0.2,1000,24,0.188698,0.882946,0.680076,0.33529,0.393616,0.855642,0.181834,0.657359,0.650121,0.062049
8,15,0.2,1000,24,0.221389,0.925242,0.704914,0.34142,0.405171,0.859949,0.221133,0.658024,0.625108,0.06769
8,16,0.2,1000,24,0.174998,0.972846,0.671553,0.334038,0.386244,0.714386,0.169184,0.659838,0.644913,0.062068
8,17,0.2,1000,24,0.168158,0.887934,0.684664,0.341638,0.404022,0.859467,0.171327,0.656625,0.647058,0.065851
8,18,0.2,1000,24,0.192788,0.877252,0.725203,0.355406,0.400726,0.759598,0.188637,0.65663,0.648051,0.061665
8,19,0.2,1000,24,0.227206,0.941271,0.691533,0.327784,0.407153,0.835586,0.22216,0.657742,0.625403,0.067015
8,20,0.2,1000,24,0.17393,0.862552,0.69816,0.331764,0.385569,0.92203,0.177617,0.660253,0.634283,0.065174
9,1,0.2,1000,24,0.162433,0.872947,0.675535,0.34954,0.391214,0.892237,0.151976,0.657467,0.654768,0.058323
9,2,0.2,1000,24,0.166139,0.924335,0.69014,0.343822,0.405637,0.885087,0.165959,0.656058,0.649675,0.057467
9,3,0.2,1000,24,0.168501,0.917184,0.684536,0.339001,0.397722,0.883063,0.163033,0.65886,0.6453,0.059121
9,4,0.2,1000,24,0.179136,0.969322,0.727076,0.341691,0.401073,0.858418,0.176667,0.658932,0.636341,0.059795
9,5,0.2,1000,24,0.14898,0.901261,0.670112,0.36334,0.395395,0.837011,0.136284,0.657285,0.649234,0.058399
9,6,0.2,1000,24,0.198726,0.884198,0.724774,0.341461,0.392215,0.833575,0.185959,0.658238,0.629131,0.060685
9,7,0.2,1000,24,0.187585,0.86746,0.678826,0.347543,0.399834,0.872512,0.175418,0.658749,0.657379,0.060319
9,8,0.2,1000,24,0.190922,0.878086,0.684258,0.337332,0.388566,0.844693,0.190927,0.656097,0.66441,0.058186
9,9,0.2,1000,24,0.168516,0.908999,0.697966,0.348894,0.388488,0.841326,0.168953,0.656622,0.651519,0.056643
9,10,0.2,1000,24,0.16371,0.921718,0.71093,0.346317,0.384194,0.836989,0.143277,0.66004,0.646999,0.059763
9,11,0.2,1000,24,0.201632,0.909184,0.699863,0.336099,0.407287,0.862451,0.19713,0.661289,0.618562,0.058883
9,12,0.2,1000,24,0.18346,0.868285,0.672229,0.335242,0.39387,0.899497,0.172956,0.658637,0.645483,0.059479
9,13,0.2,1000,24,0.182534,0.932761,0.714399,0.344055,0.389154,0.793046,0.174758,0.657235,0.656139,0.059847
9,14,0.2,1000,24,0.167186,0.918519,0.668982,0.336756,0.393229,0.865026,0.155509,0.656356,0.661695,0.058603
9,15,0.2,1000,24,0.212202,0.910214,0.70198,0.332107,0.405673,0.805034,0.199688,0.657652,0.633526,0.063197
9,16,0.2,1000,24,0.202536,0.9009,0.691928,0.33704,0.411501,0.786346,0.20268,0.661247,0.643048,0.056843
9,17,0.2,1000,24,0.204636,0.88457,0.710938,0.340139,0.412911,0.853886,0.203206,0.65773,0.660992,0.059759
9,18,0.2,1000,24,0.183749,0.87095,0.718298,0.349079,0.39407,0.909572,0.183557,0.657295,0.663321,0.056582
9,19,0.2,1000,24,0.209609,0.905887,0.7166,0.328984,0.404498,0.841758,0.210728,0.656831,0.619865,0.063146
9,20,0.2,1000,24,0.172373,0.895314,0.666441,0.339294,0.400606,0.800509,0.164482,0.658755,0.653554,0.056719
10,1,0.2,1000,24,0.189824,0.923655,0.693318,0.335879,0.405278,0.887703,0.194672,0.657493,0.668052,0.054821
10,2,0.2,1000,24,0.187824,0.889585,0.669946,0.324263,0.408244,0.837845,0.188737,0.659954,0.661032,0.052582
10,3,0.2,1000,24,0.182879,0.903018,0.681935,0.335998,0.397596,0.846692,0.186213,0.657741,0.664003,0.054678
10,4,0.2,1000,24,0.18185,0.883342,0.71512,0.357399,0.40747,0.895814,0.174219,0.658431,0.643734,0.057841
10,5,0.2,1000,24,0.172787,0.880698,0.719541,0.341978,0.403604,0.800869,0.171462,0.659393,0.654985,0.0559
10,6,0.2,1000,24,0.194579,0.88065,0.689836,0.342965,0.3993,0.856241,0.178895,0.658282,0.640238,0.056793
10,7,0.2,1000,24,0.201484,0.928352,0.70233,0.341745,0.420226,0.87708,0.193032,0.656778,0.656476,0.054236
10,8,0.2,1000,24,0.183004,0.861591,0.696936,0.353358,0.400416,0.864381,0.16963,0.659687,0.664088,0.052127
10,9,0.2,1000,24,0.184564,0.923322,0.699828,0.344157,0.398862,0.873297,0.183618,0.659642,0.649385,0.053301
10,10,0.2,1000,24,0.199614,0.932252,0.702919,0.335005,0.394953,0.910282,0.174019,0.658087,0.632321,0.05749
10,11,0.2,1000,24,0.175294,0.961884,0.695977,0.332845,0.407376,0.852936,0.16884,0.659658,0.668541,0.053689
10,12,0.2,1000,24,0.204893,0.905423,0.698493,0.345404,0.408118,0.879764,0.195595,0.655609,0.639669,0.055213
10,13,0.2,1000,24,0.200455,0.87347,0.714287,0.345924,0.41196,0.856016,0.193939,0.659012,0.664147,0.055637
10,14,0.2,1000,24,0.182016,0.907796,0.711528,0.323899,0.395319,0.880478,0.178285,0.656889,0.675724,0.053645
10,15,0.2,1000,24,0.191467,0.941553,0.70777,0.343222,0.407881,0.828375,0.192203,0.658629,0.64861,0.055168
10,16,0.2,1000,24,0.194649,0.86233,0.708733,0.343275,0.416403,0.847335,0.183166,0.659323,0.644594,0.053144
10,17,0.2,1000,24,0.160108,0.883105,0.642838,0.333006,0.403273,0.863459,0.155548,0.659199,0.671252,0.052704
10,18,0.2,1000,24,0.180372,0.876537,0.69238,0.337783,0.411949,0.868872,0.181773,0.658111,0.650502,0.05244
10,19,0.2,1000,24,0.198479,0.913313,0.714802,0.340945,0.416992,0.870977,0.179403,0.659963,0.627066,0.058012
10,20,0.2,1000,24,0.152226,0.950707,0.691339,0.355077,0.393028,0.825695,0.142585,0.659909,0.668804,0.053972
11,1,0.2,1000,24,0.165457,0.924331,0.679126,0.329742,0.39715,0.835783,0.154928,0.656597,0.670459,0.049255
11,2,0.2,1000,24,0.168685,0.91134,0.681079,0.337017,0.402485,0.825876,0.170431,0.660159,0.673825,0.050333
11,3,0.2,1000,24,0.176055,0.929885,0.687184,0.333638,0.393987,0.814577,0.172467,0.655975,0.654537,0.052848
11,4,0.2,1000,24,0.177897,0.91653,0.680573,0.344867,0.408325,0.773706,0.169799,0.657645,0.639819,0.058062
11,5,0.2,1000,24,0.18176,0.880307,0.723042,0.346669,0.406464,0.772906,0.167249,0.65836,0.664508,0.052459
11,6,0.2,1000,24,0.18707,0.967451,0.667167,0.328586,0.409995,0.887502,0.169061,0.659071,0.659858,0.051782
11,7,0.2,1000,24,0.179963,0.921125,0.710998,0.330193,0.39731,0.832895,0.171378,0.656564,0.659531,0.050114
11,8,0.2,1000,24,0.17915,0.922961,0.706844,0.350912,0.398289,0.833193,0.178857,0.659724,0.665457,0.05095
11,9,0.2,1000,24,0.154583,0.944006,0.722843,0.339229,0.393089,0.907852,0.148875,0.660767,0.663548,0.050114
11,10,0.2,1000,24,0.193117,0.92922,0.721463,0.343349,0.391729,0.901897,0.166028,0.657101,0.655441,0.052594
11,11,0.2,1000,24,0.181035,0.8944,0.713632,0.346885,0.404494,0.812566,0.169869,0.656825,0.663039,0.051622
11,12,0.2,1000,24,0.17737,0.867787,0.723012,0.349251,0.412622,0.847932,0.173325,0.657605,0.66138,0.051862
11,13,0.2,1000,24,0.196648,0.963,0.675519,0.334535,0.409193,0.837442,0.190752,0.658257,0.646914,0.053445
11,14,0.2,1000,24,0.241962,0.89428,0.739658,0.328371,0.390342,0.819848,0.227786,0.657453,0.640831,0.052111
11,15,0.2,1000,24,0.1845,0.894175,0.695952,0.337966,0.413605,0.804688,0.174925,0.657958,0.668241,0.052244
11,16,0.2,1000,24,0.17172,0.951883,0.675152,0.344502,0.404282,0.833278,0.16321,0.659629,0.681804,0.048145
11,17,0.2,1000,24,0.18588,0.87821,0.678373,0.337822,0.408884,0.947687,0.179411,0.661998,0.670859,0.051354
11,18,0.2,1000,24,0.174925,0.876164,0.707182,0.342499,0.400982,0.829794,0.174749,0.657122,0.664062,0.050917
11,19,0.2,1000,24,0.215346,0.955994,0.764493,0.3393,0.411181,0.87703,0.210492,0.659137,0.656095,0.053012
11,20,0.2,1000,24,0.170128,0.86456,0.664721,0.327696,0.401019,0.775188,0.169001,0.658502,0.681049,0.05006
12,1,0.2,1000,24,0.205357,0.851819,0.698153,0.333752,0.407172,0.801089,0.201101,0.657638,0.654425,0.046867
12,2,0.2,1000,24,0.19994,0.898256,0.732867,0.346546,0.415656,0.837057,0.19471,0.66125,0.66492,0.046378
12,3,0.2,1000,24,0.167065,0.869932,0.683887,0.364934,0.395585,0.913376,0.168595,0.658371,0.666839,0.050809
12,4,0.2,1000,24,0.177639,0.91035,0.686973,0.344315,0.416381,0.84064,0.179512,0.65756,0.661745,0.050925
12,5,0.2,1000,24,0.151817,0.892779,0.681822,0.349347,0.410974,0.839777,0.145516,0.659412,0.682349,0.049058
12,6,0.2,1000,24,0.188523,0.898593,0.664864,0.327517,0.396283,0.849961,0.182197,0.659463,0.651707,0.048194
12,7,0.2,1000,24,0.201473,0.958172,0.713629,0.333183,0.408026,0.824849,0.193143,0.659686,0.663936,0.047797
12,8,0.2,1000,24,0.170878,0.918826,0.687851,0.348233,0.404163,0.854559,0.165328,0.655844,0.660548,0.05041
12,9,0.2,1000,24,0.185674,0.957646,0.74999,0.362945,0.412891,0.806004,0.179242,0.658674,0.659811,0.047857
12,10,0.2,1000,24,0.181612,0.890116,0.675938,0.340623,0.388455,0.857229,0.161625,0.660689,0.663411,0.05087
12,11,0.2,1000,24,0.176514,0.918694,0.710496,0.337181,0.413146,0.911546,0.172163,0.657146,0.672719,0.046306
12,12,0.2,1000,24,0.177536,0.906851,0.687208,0.338028,0.403709,0.87184,0.179498,0.657537,0.675807,0.048437
12,13,0.2,1000,24,0.212025,0.868751,0.685686,0.313755,0.412064,0.880291,0.214581,0.658332,0.668976,0.051326
12,14,0.2,1000,24,0.185374,0.878593,0.694536,0.332745,0.40395,0.899429,0.178765,0.658487,0.670609,0.050151
12,15,0.2,1000,24,0.167863,0.921611,0.66835,0.338126,0.422071,0.897493,0.162973,0.657111,0.681517,0.04678
12,16,0.2,1000,24,0.198725,0.953122,0.69714,0.344639,0.412848,0.907804,0.186769,0.659006,0.666575,0.047377
12,17,0.2,1000,24,0.127393,0.944276,0.668062,0.35197,0.399661,0.794158,0.13566,0.658653,0.684679,0.050416
12,18,0.2,1000,24,0.181044,0.922972,0.697185,0.34899,0.404271,0.859676,0.176837,0.658508,0.680708,0.047668
12,19,0.2,1000,24,0.220657,0.857781,0.700608,0.326411,0.410234,0.77441,0.215872,0.658236,0.665924,0.049948
12,20,0.2,1000,24,0.18638,0.950077,0.706361,0.334591,0.40175,0.826436,0.184751,0.658431,0.664903,0.047394
3,1,0.3,1000,24,0.197679,0.912813,0.727322,0.350918,0.307574,0.745598,0.1983,0.655431,0.555315,0.21436
3,2,0.3,1000,24,0.196899,0.881166,0.691044,0.331254,0.306905,0.699999,0.180276,0.662528,0.572294,0.214465
3,3,0.3,1000,24,0.189284,0.899787,0.701059,0.33877,0.309783,0.870178,0.197746,0.658399,0.582011,0.215953
3,4,0.3,1000,24,0.17834,0.924867,0.690545,0.337358,0.319705,0.875247,0.187028,0.65635,0.569952,0.216929
3,5,0.3,1000,24,0.16592,0.944975,0.712324,0.343931,0.311917,0.870982,0.159904,0.656868,0.58676,0.21033
3,6,0.3,1000,24,0.195262,0.919285,0.717439,0.328785,0.306122,0.765611,0.20466,0.660297,0.580667,0.213176
3,7,0.3,1000,24,0.196697,0.85986,0.720945,0.338275,0.3161,0.792899,0.180407,0.657806,0.555758,0.219786
3,8,0.3,1000,24,0.190379,0.916557,0.688438,0.330449,0.316237,0.793564,0.190595,0.659768,0.576289,0.217615
3,9,0.3,1000,24,0.195988,0.925618,0.722784,0.353108,0.310842,0.771771,0.179122,0.658578,0.560045,0.215095
3,10,0.3,1000,24,0.166959,0.890588,0.680053,0.35421,0.311071,0.810825,0.163954,0.656245,0.565458,0.215039
3,11,0.3,1000,24,0.186189,0.866227,0.708703,0.342993,0.317036,0.714027,0.204227,0.658039,0.577687,0.218203
3,12,0.3,1000,24,0.200584,0.946267,0.69341,0.33169,0.325667,0.788591,0.185622,0.657236,0.569568,0.216365
3,13,0.3,1000,24,0.173091,0.886769,0.694055,0.342969,0.308883,0.867548,0.152777,0.65671,0.590025,0.210608
3,14,0.3,1000,24,0.206265,0.914381,0.713687,0.339147,0.318082,0.85754,0.192493,0.657484,0.584896,0.210365
3,15,0.3,1000,24,0.207201,0.890639,0.727796,0.32801,0.301372,0.780457,0.194948,0.658117,0.59191,0.215697
3,16,0.3,1000,24,0.181478,0.886294,0.726099,0.338076,0.31475,0.823779,0.182802,0.657127,0.576232,0.216906
3,17,0.3,1000,24,0.187978,0.913144,0.694672,0.336022,0.313587,0.818912,0.187144,0.658244,0.604819,0.210607
3,18,0.3,1000,24,0.176045,0.950662,0.706648,0.352263,0.302248,0.793987,0.157235,0.657982,0.581125,0.208404
3,19,0.3,1000,24,0.18869,0.913567,0.690349,0.329529,0.322457,0.777599,0.18358,0.658128,0.580283,0.212952
3,20,0.3,1000,24,0.173229,0.933237,0.677502,0.326326,0.307627,0.763776,0.175394,0.658585,0.583529,0.220154
4,1,0.3,1000,24,0.166992,0.883428,0.688234,0.333878,0.335436,0.792886,0.17171,0.658187,0.586699,0.164636
4,2,0.3,1000,24,0.191695,0.896426,0.680292,0.324832,0.349573,0.841826,0.195006,0.65764,0.573289,0.169168
4,3,0.3,1000,24,0.173065,0.883324,0.671089,0.333423,0.33785,0.804241,0.183996,0.65758,0.585631,0.166301
4,4,0.3,1000,24,0.182884,0.88594,0.700852,0.334731,0.344143,0.76963,0.164875,0.657656,0.586963,0.163193
4,5,0.3,1000,24,0.176531,0.938246,0.692093,0.343067,0.342493,0.799581,0.190316,0.656605,0.591322,0.166596
4,6,0.3,1000,24,0.164779,0.794766,0.682987,0.344306,0.348366,0.799339,0.167172,0.658585,0.588766,0.167351
4,7,0.3,1000,24,0.168766,0.928834,0.694287,0.337113,0.341899,0.816693,0.170085,0.65673,0.583402,0.16863
4,8,0.3,1000,24,0.216843,0.862759,0.671169,0.312572,0.349081,0.824489,0.203469,0.658181,0.554915,0.169316
4,9,0.3,1000,24,0.191937,0.887628,0.702634,0.331243,0.337821,0.798564,0.181144,0.662342,0.55443,0.167187
4,10,0.3,1000,24,0.180201,0.878124,0.701171,0.343388,0.329266,0.862092,0.178576,0.659956,0.550429,0.169315
4,11,0.3,1000,24,0.160701,0.867784,0.660784,0.334809,0.352535,0.846342,0.152209,0.659534,0.591209,0.164859
4,12,0.3,1000,24,0.206875,0.940927,0.696124,0.331508,0.351728,0.842874,0.195413,0.657218,0.572537,0.16723
4,13,0.3,1000,24,0.202119,0.883632,0.701764,0.339322,0.348834,0.819788,0.193854,0.658037,0.585815,0.165432
4,14,0.3,1000,24,0.205283,0.883121,0.712604,0.347442,0.34515,0.775776,0.20115,0.656961,0.613295,0.163739
4,15,0.3,1000,24,0.215446,0.929565,0.724889,0.351981,0.345513,0.896622,0.192498,0.658679,0.556968,0.170733
4,16,0.3,1000,24,0.216501,0.923965,0.730216,0.328818,0.35884,0.825219,0.218409,0.659102,0.566955,0.165681
4,17,0.3,1000,24,0.189787,0.878964,0.722889,0.334084,0.348517,0.887115,0.204893,0.658548,0.594553,0.167285
4,18,0.3,1000,24,0.193531,0.936424,0.719807,0.342423,0.353471,0.824132,0.196817,0.656594,0.593912,0.164189
4,19,0.3,1000,24,0.193856,0.963938,0.73173,0.34589,0.336198,0.883454,0.185053,0.656763,0.563196,0.173117
4,20,0.3,1000,24,0.175595,0.920285,0.706573,0.340684,0.342618,0.775712,0.167846,0.658681,0.584035,0.161917
5,1,0.3,1000,24,0.183628,0.900869,0.698473,0.337029,0.368993,0.897165,0.179052,0.656933,0.577626,0.135032
5,2,0.3,1000,24,0.172898,0.906124,0.671688,0.333433,0.352862,0.846178,0.160394,0.65984,0.596129,0.133768
5,3,0.3,1000,24,0.172684,0.871418,0.70325,0.342017,0.35971,0.892006,0.177493,0.659123,0.573161,0.138382
5,4,0.3,1000,24,0.187398,0.95786,0.708833,0.341502,0.364103,0.834742,0.186994,0.658698,0.593077,0.134788
5,5,0.3,1000,24,0.192219,0.903576,0.697434,0.334557,0.373513,0.828552,0.184188,0.660941,0.593511,0.133432
5,6,0.3,1000,24,0.191421,0.918323,0.727438,0.354906,0.368665,0.818001,0.181498,0.656115,0.599143,0.138598
5,7,0.3,1000,24,0.190005,0.896475,0.694945,0.337899,0.363062,0.802891,0.200446,0.659278,0.583633,0.143628
5,8,0.3,1000,24,0.212255,0.933085,0.686111,0.319376,0.381105,0.890724,0.207807,0.657097,0.587467,0.139843
5,9,0.3,1000,24,0.194009,0.925851,0.701258,0.340373,0.369317,0.834254,0.174411,0.659508,0.569273,0.141551
5,10,0.3,1000,24,0.185468,0.967914,0.689062,0.346837,0.359866,0.859176,0.177662,0.659132,0.573958,0.138226
5,11,0.3,1000,24,0.201306,0.90185,0.719116,0.337677,0.368858,0.794269,0.200466,0.657535,0.576503,0.136572
5,12,0.3,1000,24,0.206949,0.849402,0.726873,0.342041,0.352904,0.847437,0.216975,0.658785,0.562805,0.140039
5,13,0.3,1000,24,0.21176,0.937265,0.748154,0.338456,0.375394,0.855101,0.203255,0.656691,0.604206,0.134255
5,14,0.3,1000,24,0.179848,0.895175,0.683123,0.329608,0.359622,0.823675,0.17864,0.657176,0.600668,0.135202
5,15,0.3,1000,24,0.205346,0.88818,0.66849,0.331878,0.369543,0.874057,0.188895,0.659439,0.57115,0.139928
5,16,0.3,1000,24,0.175658,0.861975,0.69254,0.338953,0.367659,0.85152,0.166715,0.657531,0.6052,0.135775
5,17,0.3,1000,24,0.194987,0.909785,0.710138,0.343648,0.368731,0.856302,0.209976,0.656784,0.590232,0.136315
5,18,0.3,1000,24,0.174313,0.948451,0.724986,0.358042,0.356082,0.875105,0.189858,0.657866,0.586189,0.138057
5,19,0.3,1000,24,0.18569,0.921471,0.700288,0.338086,0.37317,0.884734,0.182111,0.656586,0.572157,0.14318
5,20,0.3,1000,24,0.18008,0.888226,0.71784,0.337973,0.358314,0.852209,0.178317,0.657144,0.590066,0.136192
6,1,0.3,1000,24,0.176813,0.884183,0.685279,0.335952,0.373373,0.809709,0.183137,0.658269,0.572177,0.116263
6,2,0.3,1000,24,0.196637,0.923133,0.694587,0.352032,0.384123,0.843394,0.190903,0.657775,0.564163,0.116771
6,3,0.3,1000,24,0.211882,0.941191,0.71032,0.329157,0.389747,0.853604,0.210698,0.658305,0.600053,0.115404
6,4,0.3,1000,24,0.188647,0.914978,0.737715,0.349012,0.381542,0.841771,0.174208,0.657932,0.593596,0.115676
6,5,0.3,1000,24,0.176002,0.906835,0.710376,0.335261,0.370093,0.83441,0.187052,0.660497,0.602037,0.119297
6,6,0.3,1000,24,0.173179,0.905058,0.702299,0.340232,0.363345,0.788967,0.173294,0.658676,0.59016,0.11792
6,7,0.3,1000,24,0.162029,0.897075,0.663941,0.340659,0.369173,0.787865,0.159263,0.656801,0.61146,0.120246
6,8,0.3,1000,24,0.193819,0.878963,0.690848,0.331205,0.391107,0.806694,0.195362,0.659664,0.592209,0.116665
6,9,0.3,1000,24,0.198934,0.944201,0.711841,0.334278,0.377246,0.779682,0.186987,0.658947,0.57236,0.119174
6,10,0.3,1000,24,0.220114,0.912763,0.685347,0.323294,0.373764,0.8999,0.196125,0.659164,0.545087,0.122384
6,11,0.3,1000,24,0.188752,0.948522,0.717091,0.333611,0.382766,0.936463,0.181037,0.655014,0.586199,0.117528
6,12,0.3,1000,24,0.163481,0.884562,0.715758,0.361536,0.380296,0.864401,0.160785,0.656719,0.572548,0.121585
6,13,0.3,1000,24,0.204371,0.879499,0.695328,0.325764,0.385796,0.798232,0.204185,0.659859,0.599596,0.119472
6,14,0.3,1000,24,0.175478,0.951274,0.695951,0.343,0.377185,0.863963,0.170822,0.657647,0.622231,0.113503
6,15,0.3,1000,24,0.186778,0.919823,0.699907,0.346256,0.375842,0.818511,0.172683,0.657092,0.593248,0.116404
6,16,0.3,1000,24,0.204265,0.953055,0.685946,0.31727,0.380344,0.799458,0.199719,0.661153,0.579192,0.119025
6,17,0.3,1000,24,0.186761,0.886954,0.697556,0.331687,0.373187,0.770806,0.190873,0.658969,0.603413,0.115316
