topology,seed,noise,tick,size,mean_self,max_self,p95_self,std_self,mean_phi,max_phi,mean_err,morans_i,entropy,phi_entropy,clusters_05,clusters_07
moore,40,0.04,1000,24,0.175048,0.975139,0.691791,0.346134,0.362503,0.83848,0.030364,0.017189,3.7839,3.5565,38,22
moore,41,0.04,500,24,0.210952,0.879079,0.698272,0.332717,0.362395,0.771854,0.03001,-0.021032,3.7146,3.6739,43,23
moore,41,0.04,1000,24,0.18658,0.898029,0.703148,0.352605,0.368281,0.816438,0.029732,-0.005094,3.789,3.5867,42,25
moore,42,0.04,500,24,0.184435,0.90235,0.705818,0.335421,0.372547,0.782372,0.03004,-0.008058,3.7397,3.6543,45,24
moore,42,0.04,1000,24,0.189166,0.958544,0.721458,0.340508,0.364914,0.909247,0.028663,-0.007142,3.7677,3.4439,46,27
moore,43,0.04,500,24,0.203506,0.87924,0.69847,0.327876,0.358864,0.797528,0.030846,0.007148,3.7,3.5825,40,24
moore,43,0.04,1000,24,0.178304,0.969844,0.702961,0.355325,0.360741,0.868053,0.029722,0.015085,3.802,3.5132,41,24
moore,44,0.04,500,24,0.184026,0.908908,0.696575,0.350088,0.362512,0.842874,0.029872,-0.004293,3.7927,3.4999,36,23
moore,44,0.04,1000,24,0.190226,0.923472,0.666803,0.33488,0.370218,0.875282,0.029773,0.02464,3.7467,3.5096,44,22
moore,45,0.04,500,24,0.191336,0.982582,0.706631,0.334984,0.351228,0.852004,0.029665,-0.023706,3.7512,3.4816,42,26
moore,45,0.04,1000,24,0.190947,0.955425,0.747301,0.356753,0.366665,0.851196,0.030512,-0.023259,3.8358,3.5451,45,29
moore,46,0.04,500,24,0.182775,0.856786,0.692152,0.327309,0.355745,0.775045,0.030608,0.013782,3.7183,3.5818,38,26
moore,46,0.04,1000,24,0.175988,0.873934,0.692291,0.334339,0.360953,0.78218,0.028924,0.007483,3.746,3.5855,48,18
moore,47,0.04,500,24,0.17407,0.922399,0.683509,0.332544,0.347423,0.784942,0.030671,-0.015873,3.7483,3.5603,50,20
moore,47,0.04,1000,24,0.207984,0.934809,0.699095,0.332954,0.363962,0.850655,0.031026,0.023577,3.7321,3.5081,43,22
moore,48,0.04,500,24,0.17725,0.905959,0.712161,0.345313,0.357019,0.889191,0.029805,0.029364,3.7894,3.4791,39,25
moore,48,0.04,1000,24,0.185874,0.905538,0.692014,0.330593,0.362969,0.884232,0.030415,0.000557,3.7346,3.4472,38,18
