topology,seed,noise,tick,size,gol,mean_self,max_self,p95_self,std_self,mean_phi,max_phi,mean_R,mean_T,mean_E,mean_err,morans_i,entropy,phi_entropy,clusters_05,clusters_07
moore,3,0.2,1000,12,False,0.178261,0.867352,0.744984,0.354904,0.199307,0.478956,0.075322,0.662458,0.695077,0.095582,0.126136,3.7508,3.5841,8,6
moore,4,0.2,500,12,False,0.191065,0.865079,0.749342,0.34265,0.265694,0.657705,0.119176,0.661783,0.626472,0.100558,-0.047781,3.7492,3.4871,13,8
moore,4,0.2,1000,12,False,0.145976,0.904707,0.680644,0.356895,0.259957,0.617534,0.045577,0.661938,0.633504,0.092237,0.028249,3.7952,3.5463,12,7
moore,5,0.2,500,12,False,0.274831,0.892494,0.714608,0.313106,0.270571,0.77891,0.128118,0.662809,0.60073,0.102749,0.109981,3.5472,3.5194,7,6
moore,5,0.2,1000,12,False,0.188043,0.92368,0.699655,0.344867,0.268434,0.728215,0.100913,0.656614,0.637425,0.096838,-0.027141,3.7266,3.5681,10,7
moore,6,0.2,500,12,False,0.200941,0.817865,0.663524,0.32277,0.275328,0.669678,0.113354,0.662117,0.642658,0.090849,0.025501,3.6331,3.6262,9,3
moore,6,0.2,1000,12,False,0.189361,0.797303,0.640004,0.310011,0.273283,0.60934,0.098109,0.667097,0.651432,0.091838,-0.009967,3.5621,3.5694,11,4
moore,7,0.2,500,12,False,0.158705,0.951114,0.71217,0.361138,0.258138,0.756243,0.106249,0.657178,0.654323,0.090568,0.068438,3.7794,3.3903,9,5
moore,7,0.2,1000,12,False,0.250694,0.816783,0.682085,0.314548,0.279891,0.57416,0.130151,0.659801,0.63047,0.097326,0.035048,3.5105,3.7778,6,6
moore,8,0.2,500,12,False,0.239964,0.927067,0.697924,0.36711,0.267624,0.779879,0.106752,0.661473,0.625512,0.093921,-0.006555,3.7591,3.5128,8,6
moore,8,0.2,1000,12,False,0.216932,0.783417,0.663903,0.305879,0.269124,0.660668,0.103017,0.661818,0.619797,0.095609,0.032487,3.5339,3.419,8,4
moore,9,0.2,500,12,False,0.18481,0.874906,0.713936,0.37024,0.256067,0.636521,0.097114,0.658921,0.655487,0.096318,0.066057,3.7964,3.5382,5,3
moore,9,0.2,1000,12,False,0.248955,0.871748,0.725692,0.323456,0.244433,0.618694,0.085134,0.65719,0.607363,0.104624,0.102491,3.6911,3.5329,7,5
moore,10,0.2,500,12,False,0.22727,0.846175,0.748906,0.340343,0.284626,0.765675,0.14077,0.657482,0.592936,0.099629,0.00565,3.6965,3.4125,7,8
moore,10,0.2,1000,12,False,0.234487,0.918559,0.740538,0.322764,0.249225,0.681926,0.140518,0.660108,0.596836,0.101125,-0.019884,3.6342,3.3092,12,8
hex,1,0.2,500,12,False,0.195577,0.904001,0.742524,0.355552,0.275398,0.637781,0.113885,0.664821,0.626943,0.106982,-0.050273,3.7121,3.7204,11,8
hex,1,0.2,1000,12,False,0.217507,0.902009,0.681819,0.315104,0.255011,0.590641,0.089529,0.657337,0.599543,0.104571,0.018277,3.6569,3.6103,15,6
hex,2,0.2,500,12,False,0.264716,0.896426,0.742297,0.324683,0.283431,0.640137,0.133642,0.661656,0.562492,0.111003,0.006431,3.6269,3.7682,11,10
hex,2,0.2,1000,12,False,0.223547,0.866256,0.720732,0.337451,0.231643,0.655347,0.095555,0.656996,0.62071,0.117592,0.114015,3.6381,3.4434,12,7
hex,3,0.2,500,12,False,0.19117,0.855069,0.715837,0.365505,0.249518,0.690931,0.10559,0.660445,0.607151,0.117861,0.075313,3.8368,3.3323,12,8
hex,3,0.2,1000,12,False,0.190672,0.97224,0.724459,0.361748,0.205231,0.6097,0.093733,0.660283,0.67088,0.109219,0.105661,3.7778,3.344,13,7
hex,4,0.2,500,12,False,0.198778,0.803297,0.720334,0.331215,0.262844,0.740359,0.101409,0.656416,0.602337,0.11262,0.029211,3.682,3.4261,13,7
hex,4,0.2,1000,12,False,0.206993,0.825437,0.72856,0.358306,0.258238,0.670639,0.131611,0.664604,0.617128,0.107992,0.032787,3.7623,3.5293,14,8
hex,5,0.2,500,12,False,0.254937,0.939892,0.734601,0.308815,0.264365,0.778843,0.10066,0.664191,0.58991,0.114962,0.157946,3.5423,3.4887,13,7
hex,5,0.2,1000,12,False,0.193218,0.964493,0.717841,0.345591,0.276332,0.63742,0.098951,0.657421,0.617856,0.110367,-0.030174,3.7517,3.6978,14,8
hex,6,0.2,500,12,False,0.187451,0.805651,0.676563,0.311706,0.264577,0.624009,0.100003,0.662036,0.635553,0.104429,0.027523,3.571,3.7419,9,6
hex,6,0.2,1000,12,False,0.174712,0.839158,0.654395,0.322121,0.265611,0.702096,0.086162,0.663069,0.61493,0.106033,0.06638,3.5889,3.3795,11,3
hex,7,0.2,500,12,False,0.151138,0.802687,0.708396,0.328385,0.251957,0.73493,0.071638,0.658346,0.637559,0.105771,0.151359,3.6772,3.3496,10,8
hex,7,0.2,1000,12,False,0.252207,0.826826,0.693592,0.293484,0.266315,0.565253,0.127875,0.658136,0.608258,0.111751,0.006888,3.4726,3.6727,13,6
hex,8,0.2,500,12,False,0.222805,0.893327,0.727751,0.38454,0.265391,0.811134,0.115892,0.660321,0.618357,0.107713,-0.015967,3.7974,3.4727,14,7
hex,8,0.2,1000,12,False,0.234092,0.883036,0.687125,0.312402,0.270194,0.625628,0.117117,0.660074,0.611008,0.11051,-0.017733,3.5687,3.5269,14,6
hex,9,0.2,500,12,False,0.184848,0.906677,0.76668,0.362272,0.256365,0.607813,0.096961,0.662579,0.651078,0.111167,0.065628,3.7859,3.6961,10,7
hex,9,0.2,1000,12,False,0.235911,0.858729,0.72812,0.327666,0.246896,0.613747,0.085201,0.657229,0.602493,0.116401,0.008142,3.6728,3.6066,14,7
hex,10,0.2,500,12,False,0.247129,0.871064,0.770529,0.318061,0.28201,0.769719,0.153549,0.660204,0.574882,0.113243,0.05055,3.6377,3.3388,10,8
hex,10,0.2,1000,12,False,0.217992,0.932399,0.695135,0.34291,0.248013,0.658235,0.135201,0.655225,0.614275,0.115269,-0.072835,3.6819,3.4725,15,7
random,1,0.2,500,12,False,0.239781,0.950503,0.741507,0.340017,0.332574,0.730514,0.218077,0.658088,0.590819,0.119794,-0.042966,3.6639,3.6838,23,14
random,1,0.2,1000,12,False,0.117742,0.83866,0.6542,0.315975,0.332359,0.877621,0.147818,0.657543,0.631437,0.120079,-0.029148,3.6408,3.4935,15,3
random,2,0.2,500,12,False,0.193194,0.883571,0.710653,0.326149,0.345055,0.686195,0.178051,0.661525,0.559803,0.115912,0.038511,3.6538,3.843,18,8
random,2,0.2,1000,12,False,0.177015,0.846698,0.68067,0.364373,0.328738,0.858447,0.099181,0.657476,0.621543,0.115319,0.035991,3.7449,3.5491,16,5
random,3,0.2,500,12,False,0.211033,0.851722,0.700832,0.331091,0.316717,0.777211,0.202804,0.658853,0.583156,0.122592,0.018535,3.6998,3.6588,18,7
random,3,0.2,1000,12,False,0.194528,0.844711,0.689331,0.32948,0.348373,0.814241,0.247065,0.663578,0.661393,0.112937,-0.011994,3.6544,3.7089,13,4
random,4,0.2,500,12,False,0.220449,0.970553,0.748354,0.343531,0.347859,0.776235,0.18501,0.664555,0.635061,0.108042,-0.039208,3.717,3.7321,19,11
random,4,0.2,1000,12,False,0.150061,0.831833,0.640915,0.332967,0.322055,0.696057,0.115021,0.654639,0.573748,0.116465,-0.064984,3.7117,3.6751,17,5
random,5,0.2,500,12,False,0.207292,0.857734,0.669132,0.345548,0.340247,0.801178,0.226343,0.665915,0.565565,0.11472,-0.049558,3.607,3.5542,23,5
random,5,0.2,1000,12,False,0.22792,0.857975,0.658067,0.324149,0.356176,0.879587,0.249051,0.65784,0.600926,0.1134,-0.012727,3.6338,3.4708,19,4
random,6,0.2,500,12,False,0.183794,0.882889,0.697364,0.353939,0.335126,0.725386,0.179989,0.661503,0.644473,0.109169,0.052061,3.7619,3.5765,15,5
random,6,0.2,1000,12,False,0.159091,0.836856,0.660802,0.338291,0.343192,0.657427,0.123844,0.658392,0.627267,0.111019,0.022655,3.715,3.8497,13,7
random,7,0.2,500,12,False,0.148243,0.855438,0.684928,0.329349,0.330962,0.737464,0.139749,0.660278,0.624859,0.112886,-0.029469,3.7,3.6579,13,6
random,7,0.2,1000,12,False,0.115588,0.850569,0.673771,0.333002,0.329263,0.804011,0.097808,0.662194,0.604823,0.119324,-0.021253,3.7256,3.5991,18,7
random,8,0.2,500,12,False,0.144997,0.916021,0.683281,0.332915,0.337584,0.887488,0.170312,0.659469,0.626211,0.114191,-0.049043,3.6936,3.4372,17,4
random,8,0.2,1000,12,False,0.225824,0.876919,0.760382,0.335838,0.346227,0.668433,0.232276,0.659334,0.550237,0.119234,-0.068539,3.7192,3.8328,17,9
random,9,0.2,500,12,False,0.257722,0.851003,0.740196,0.338033,0.36406,0.712223,0.231084,0.657818,0.514907,0.118383,-0.055852,3.6403,3.7895,11,12
random,9,0.2,1000,12,False,0.181499,0.877812,0.709237,0.353479,0.326759,0.744064,0.179535,0.654512,0.590382,0.111161,0.055995,3.7517,3.6756,17,8
random,10,0.2,500,12,False,0.163419,0.866717,0.708689,0.336246,0.330928,0.731756,0.157822,0.661767,0.585463,0.114772,-0.022072,3.7137,3.6668,19,6
random,10,0.2,1000,12,False,0.226201,0.846772,0.749432,0.320065,0.37248,0.852002,0.222549,0.653157,0.625369,0.118223,-0.045373,3.5829,3.5056,17,9
small_world,1,0.2,500,12,False,0.217808,0.909659,0.712612,0.343082,0.276558,0.821858,0.168718,0.655799,0.598233,0.143748,-0.047516,3.7005,3.4854,18,9
small_world,1,0.2,1000,12,False,0.145436,0.89621,0.720964,0.35539,0.251816,0.765451,0.059738,0.65965,0.606515,0.137496,0.138155,3.7579,3.53,15,9
small_world,2,0.2,500,12,False,0.196265,0.824676,0.71989,0.334579,0.273192,0.689948,0.145143,0.656454,0.62032,0.138677,-0.055275,3.7014,3.6704,20,10
small_world,2,0.2,1000,12,False,0.177692,0.893504,0.720194,0.357933,0.251189,0.659568,0.13179,0.658597,0.587645,0.143754,-0.014354,3.7572,3.685,18,7
small_world,3,0.2,500,12,False,0.25228,0.909455,0.748418,0.310376,0.25932,0.61527,0.225533,0.658532,0.549219,0.156581,-0.045643,3.537,3.6288,17,10
small_world,3,0.2,1000,12,False,0.201105,0.936873,0.744585,0.355291,0.251289,0.659651,0.143633,0.657637,0.621037,0.144258,-0.065205,3.8002,3.6152,19,8
small_world,4,0.2,500,12,False,0.212426,0.830665,0.726742,0.343708,0.252493,0.619563,0.125641,0.660967,0.649658,0.139356,0.058775,3.7241,3.6827,15,8
small_world,4,0.2,1000,12,False,0.16708,0.739483,0.606171,0.330277,0.252373,0.607042,0.114829,0.658806,0.631188,0.142471,-0.045912,3.6164,3.6943,19,1
small_world,5,0.2,500,12,False,0.271757,0.826026,0.754267,0.306845,0.263844,0.56169,0.194429,0.658229,0.569796,0.143651,-0.013512,3.5092,3.8539,19,11
small_world,5,0.2,1000,12,False,0.14756,0.832095,0.698265,0.36666,0.237031,0.630979,0.083888,0.654559,0.638734,0.148905,-0.034119,3.8366,3.5532,20,8
small_world,6,0.2,500,12,False,0.150883,0.884001,0.658168,0.349577,0.266617,0.706459,0.103768,0.656196,0.629346,0.141146,0.017149,3.749,3.5118,18,4
